distance,city,state,zip,flood_risk
253.78519109282223,Kuala Lumpur,Kuala Lumpur,56100,1
0.0,Kuala Lumpur,Kuala Lumpur,50350,1
691.9888896308671,Alor Setar,Kedah,5250,0
561.3701533901839,Kuala Lumpur,Kuala Lumpur,55100,0
1844.9375088508525,Petaling Jaya,Selangor,47300,0
2594.517018373306,Kuala Lumpur,Kuala Lumpur,50490,0
594.1581582267407,Johor Bahru,Johor,80000,0
244.79901220623225,Johor Bahru,Johor,80000,1
2348.3842030833785,Sandakan,Sabah,90702,0
761.4182899022537,Ipoh,Perak,30020,0
554.2940858159517,Johor Bahru,Johor,80250,0
1418.7327066586756,Ipoh,Perak,31650,0
557.1354083189798,Klang,Selangor,53100,0
2271.8430498261982,Ipoh,Perak,31650,0
440.0343489216392,Johor Bahru,Johor,80000,1
554.591562261695,Alor Setar,Kedah,5150,0
2146.620913428364,Kuala Lumpur,Kuala Lumpur,55200,0
230.48732942811927,Kuala Lumpur,Kuala Lumpur,53000,1
212.3669256067957,Kuching,Sarawak,93200,1
254.2029587038489,Klang,Selangor,41200,1
1676.3683665559586,Petaling Jaya,Selangor,47301,0
262.86652721780973,Kuala Lumpur,Kuala Lumpur,55100,1
133.68544831678645,Johor Bahru,Johor,81200,1
144.8746672343061,Miri,Sarawak,98000,1
586.9574313314689,Bukit Mertajam,Penang,14000,0
331.3123455282798,Kuala Lumpur,Kuala Lumpur,51200,1
1419.6085011521452,Kuala Lumpur,Kuala Lumpur,57000,0
489.52782904380206,Kuala Lumpur,Kuala Lumpur,68100,1
331.3123455282798,Kuala Lumpur,Kuala Lumpur,51200,1
427.660659279302,Kuantan,Pahang,25200,1
417.863387912305,Mlk,Melaka,75000,1
709.7379672993625,Johor Bahru,Johor,81100,0
1815.9759346077071,Kuala Lumpur,Kuala Lumpur,50480,0
1288.2645492642766,Johor Bahru,Johor,81200,0
4129.52779049296,Johor Bahru,Johor,81707,0
796.7250248653133,Kuala Lumpur,Kuala Lumpur,50450,0
1071.9470376513782,Kuala Lumpur,Kuala Lumpur,56000,0
762.9759509650384,Ipoh,Perak,30300,0
146.0023168099149,Petaling Jaya,Selangor,46200,1
1413.4581568555786,Seremban,Negeri Sembilan,70100,0
1163.258707598288,Johor Bahru,Johor,81100,0
1489.8951024695546,Kuala Lumpur,Kuala Lumpur,56100,0
1021.7453555322114,Petaling Jaya,Selangor,46000,0
2175.925446882059,Ipoh,Perak,30000,0
307.6414850794648,Kuala Lumpur,Kuala Lumpur,50480,1
230.48732942811927,Kuala Lumpur,Kuala Lumpur,53000,1
826.3519249610115,Kuala Lumpur,Kuala Lumpur,50470,0
481.1845300382557,Kuala Lumpur,Kuala Lumpur,56100,1
0.0,Seremban,Negeri Sembilan,70000,1
526.5671839019901,Johor Bahru,Johor,81200,0
1294.7633385885752,Subang Jaya,Selangor,47500,0
0.0,Melaka,Melaka,75000,1
1267.2715581684524,Johor Bahru,Johor,80400,0
721.3751451956108,Ipoh,Perak,30250,0
809.0152968402828,Kuala Lumpur,Kuala Lumpur,55000,0
1754.9345658695788,Petaling Jaya,Selangor,47500,0
1105.735854113134,Puchong,Selangor,47100,0
329.0563403649896,Kuala Lumpur,Kuala Lumpur,50200,1
380.0452399789853,Ipoh,Perak,31650,1
245.7478057775737,Kuala Lumpur,Kuala Lumpur,50100,1
2739.61952728339,Shah Alam,Selangor,40100,0
1580.210008789113,Kuala Lumpur,Kuala Lumpur,58200,0
1025.5664961783689,Kuala Lumpur,Kuala Lumpur,50470,0
553.6834157496247,Kuala Lumpur,Kuala Lumpur,53200,0
473.6809029261922,Kota Kinabalu,Sabah,88100,1
850.5431159508483,Batu Caves,Selangor,68100,0
923.374722287803,Kuala Lumpur,Kuala Lumpur,60000,0
1056.8502844811728,Kuala Lumpur,Kuala Lumpur,58100,0
243.1252308721263,Petaling Jaya,Selangor,47301,1
2674.9624431666853,Subang Jaya,Selangor,47620,0
582.4766650253305,Seremban,Negeri Sembilan,70000,0
1079.6759281669044,Kuala Lumpur,Kuala Lumpur,56000,0
3758.65527631896,Johor Bahru,Johor,81300,0
986.8224836560386,Kuala Lumpur,Kuala Lumpur,53300,0
1775.691230541271,Petaling Jaya,Selangor,46150,0
243.06988338816723,Johor Bahru,Johor,81100,1
1087.8851062109368,Shah Alam,Selangor,40000,0
520.7712440562105,Kota Kinabalu,Sabah,89500,0
719.8899602426878,Johor Bahru,Johor,81100,0
525.3255789875024,Kuala Lumpur,Kuala Lumpur,58100,0
230.48732942811927,Kuala Lumpur,Kuala Lumpur,53000,1
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
405.97537965832765,Petaling Jaya,Selangor,47500,1
1613.7501070776443,Subang Jaya,Selangor,47500,0
1452.0924085608094,Kuala Lumpur,Kuala Lumpur,58200,0
1210.145731605589,Kuala Lumpur,Kuala Lumpur,53000,0
1177.6198482207003,Kuala Lumpur,Kuala Lumpur,52000,0
868.6328451717046,Johor Bahru,Johor,81100,0
409.4743496497727,Johor Bahru,Johor,80000,1
1193.9806139729933,Klang,Selangor,42000,0
2404.107881622997,Kuala Lumpur,Kuala Lumpur,57100,0
1092.0663793117703,Johor Bahru,Johor,80250,0
2395.031401559701,Ipoh,Perak,30000,0
2153.1006724150075,Kuala Lumpur,Kuala Lumpur,57100,0
433.1103526047584,Kuala Lumpur,Kuala Lumpur,50000,1
1215.9190704985083,Puchong,Selangor,47100,0
294.19873880157013,Kuching,Sarawak,93400,1
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
3601.781467429147,Lumut,Perak,32200,0
1043.3518843918982,Petaling Jaya,Selangor,1935,0
1330.7459269931912,Johor Bahru,Johor,80100,0
427.4126777860662,Kuala Lumpur,Kuala Lumpur,55000,1
435.7577724017706,Klang,Selangor,45800,1
494.5343676364404,Kuala Lumpur,Kuala Lumpur,52000,1
1100.6859536234722,Kuala Lumpur,Kuala Lumpur,53300,0
1373.7035683334243,Johor Bahru,Johor,81100,0
500.2032218763907,Johor Bahru,Johor,80000,0
1656.6849474179385,Petaling Jaya,Selangor,46300,0
953.3151390981462,Sungai Petani,Kedah,8000,0
1701.7123499684533,Johor Bahru,Johor,81200,0
51.84620759249928,Petaling Jaya,Selangor,46200,1
409.4743496497727,Johor Bahru,Johor,80000,1
389.20008837948126,Klang,Selangor,41200,1
1230.7920856114454,Johor Bahru,Johor,80400,0
2146.620913428364,Kuala Lumpur,Kuala Lumpur,55200,0
1291.775390971621,Petaling Jaya,Selangor,47301,0
427.4126777860662,Kuala Lumpur,Kuala Lumpur,55000,1
594.1581582267407,Johor Bahru,Johor,80000,0
2315.909295758198,Petaling Jaya,Selangor,47810,0
267.69606144165925,Johor Bahru,Johor,81100,1
1776.0882057986755,Kota Kinabalu,Sabah,88000,0
1008.4830009307708,Puchong,Selangor,47100,0
1858.318174126885,Kajang,Selangor,43000,0
1025.5664961783689,Kuala Lumpur,Kuala Lumpur,50706,0
796.7250248653133,Kuala Lumpur,Kuala Lumpur,50450,0
985.6323343105242,Ipoh,Perak,31400,0
288.2715665599914,Johor Bahru,Johor,81200,1
1683.7018074962195,Kuala Lumpur,Kuala Lumpur,50480,0
476.8594678042225,Petaling Jaya,Selangor,47301,1
1510.4808674577944,Petaling Jaya,Selangor,46100,0
1242.77423401303,Petaling Jaya,Selangor,46150,0
934.0256843110648,Klang,Selangor,42000,0
292.3218772978137,Johor Bahru,Johor,81100,1
587.3831688997113,Johor Bahru,Johor,81100,0
2271.8430498261982,Ipoh,Perak,31650,0
1070.9763953162364,Petaling Jaya,Selangor,46300,0
929.5081432166982,Kuala Lumpur,Kuala Lumpur,56000,0
1969.970068446505,Kuala Lumpur,Kuala Lumpur,58200,0
283.32596680307745,Kuala Lumpur,Kuala Lumpur,56000,1
2596.3187364592263,Ipoh,Perak,31400,0
1324.4533975337706,Ipoh,Perak,30100,0
0.0,Kuala Lumpur,Kuala Lumpur,50200,1
445.6966212968391,Puchong,Selangor,47100,1
903.0996611597178,Kuala Lumpur,Kuala Lumpur,51000,0
796.7250248653133,Kuala Lumpur,Kuala Lumpur,50450,0
589.0245663977263,Ipoh,Perak,30000,0
1193.9806139729933,Klang,Selangor,42000,0
929.3135897282092,Kuala Lumpur,Kuala Lumpur,51200,0
1486.659659688362,Kuala Lumpur,Kuala Lumpur,50050,0
1163.258707598288,Johor Bahru,Johor,81100,0
3118.882861061083,Seremban,Negeri Sembilan,70200,0
536.4489662016782,Klang,Selangor,41000,0
814.7820722732241,Kuala Terengganu,Terengganu,20100,0
133.68544831678645,Johor Bahru,Johor,81200,1
1051.72159291027,Kuala Lumpur,Kuala Lumpur,56000,0
293.0725575175868,Sungai Petani,Kedah,8000,1
1061.4102109197047,Petaling Jaya,Selangor,46050,0
1440.73319064136,Kuala Lumpur,Kuala Lumpur,57100,0
781.8857315596131,Kuala Lumpur,Kuala Lumpur,51200,0
411.92697749302783,Kuching,Sarawak,93250,1
1373.7035683334243,Johor Bahru,Johor,81100,0
455.9100332294836,Kuching,Sarawak,93400,1
389.20008837948126,Klang,Selangor,41200,1
858.7727099845516,Klang,Selangor,53100,0
770.3457998508039,Ipoh,Perak,30100,0
1642.916799961872,Johor Bahru,Johor,81100,0
810.2734976620067,Johor Bahru,Johor,81100,0
721.7021309674363,Petaling Jaya,Selangor,46150,0
1530.8840232955752,Ipoh,Perak,31400,0
245.64813367470765,Ampang,Selangor,68000,1
324.74589722771003,Kuala Lumpur,Kuala Lumpur,50400,1
861.167223851514,Kuala Lumpur,Kuala Lumpur,60000,0
1831.8543354198384,Ipoh,Perak,31400,0
8144.211167819015,Labis,Johor,85300,0
254.8611369302442,Seremban,Negeri Sembilan,70000,1
795.5644321629972,Bukit Mertajam,Penang,14000,0
957.0289889009564,Klang,Selangor,41150,0
1025.5664961783689,Kuala Lumpur,Kuala Lumpur,50470,0
371.1080271650324,Kuching,Sarawak,93100,1
430.751081259945,Johor Bahru,Johor,81200,1
676.3575269406309,Kuala Lumpur,Kuala Lumpur,50460,0
653.002814001152,Kuala Lumpur,Kuala Lumpur,51200,0
535.7973660770499,Kuala Lumpur,Kuala Lumpur,50400,0
1340.2920789991151,Kuala Lumpur,Kuala Lumpur,53300,0
753.1209759556434,Seri Kembangan,Selangor,43300,0
227.600820860966,Kuala Lumpur,Kuala Lumpur,54000,1
685.8539715736259,Klang,Selangor,53100,0
902.644010630184,Kuala Lumpur,Kuala Lumpur,55100,0
336.99759351307864,Kuching,Sarawak,93100,1
1477.0834942692652,Petaling Jaya,Selangor,47400,0
1479.145341409729,Pangkor,Perak,32300,0
593.9947171583016,Kuala Lumpur,Kuala Lumpur,55100,0
2123.74396442008,Petaling Jaya,Selangor,47300,0
557.265386388723,Johor Bahru,Johor,80350,0
2444.63622428152,Ipoh,Perak,31650,0
0.0,Alor Setar,Kedah,5100,1
580.2334440378208,Kuching,Sarawak,93450,0
869.3088007332138,Kuala Lipis,Pahang,27200,0
1581.161503249491,Ipoh,Perak,31400,0
762.9759509650384,Ipoh,Perak,31400,0
1363.3107753251254,Ipoh,Perak,31400,0
451.9461882652306,Petaling Jaya,Selangor,46200,1
1525.8280038682217,Kuala Lumpur,Kuala Lumpur,52100,0
0.0,Kluang,Johor,86000,1
216.49888930514192,Wilayah Persekutuan,Kuala Lumpur,50350,1
475.0756338099444,Port Dickson,Negeri Sembilan,71050,1
413.62416162364735,Klang,Selangor,68100,1
1642.916799961872,Johor Bahru,Johor,81100,0
714.1112346350324,Kuala Lumpur,Kuala Lumpur,60000,0
794.610897807136,Beaufort,Sabah,89800,0
163.63390952034285,Kuala Lumpur,Kuala Lumpur,55100,1
1020.8517067287996,Sungai Petani,Kedah,8000,0
1406.5646746347147,Johor Bahru,Johor,81200,0
1035.8881152271313,Kuala Lumpur,Kuala Lumpur,53300,0
1566.8650499786274,Petaling Jaya,Selangor,46000,0
792.1777925153848,Petaling Jaya,Selangor,46000,0
440.0343489216392,Johor Bahru,Johor,80000,1
463.8372896538496,Kuala Lumpur,Kuala Lumpur,50300,1
879.2535210449965,Petaling Jaya,Selangor,46300,0
1413.4581568555786,Seremban,Negeri Sembilan,70100,0
277.2882158528839,Kuching,Sarawak,93150,1
1267.2715581684524,Johor Bahru,Johor,80400,0
120.28652523726572,Petaling Jaya,Selangor,46200,1
51.84620759249928,Petaling Jaya,Selangor,46200,1
1347.0050076070322,Petaling Jaya,Selangor,47301,0
1239.418658788585,Ipoh,Perak,30300,0
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
0.0,Kuala Lumpur,Kuala Lumpur,50200,1
10378.619808062098,Segamat,Johor,85000,0
2044.5383481344784,Ipoh,Perak,30020,0
517.7948921616479,Johor Bahru,Johor,80250,0
1534.1676690252973,Petaling Jaya,Selangor,46050,0
752.8053021224262,Johor Bahru,Johor,81100,0
245.7478057775737,Kuala Lumpur,Kuala Lumpur,50100,1
1542.092028227808,Johor Bahru,Johor,81300,0
2271.8430498261982,Ipoh,Perak,31650,0
1312.8177591655976,Kemaman,Terengganu,11083,0
55.86183326866704,Petaling Jaya,Selangor,46200,1
134.20093231324856,Kuantan,Pahang,25300,1
360.14808293160075,Melaka,Melaka,75200,1
806.2662081902865,Petaling Jaya,Selangor,47301,0
822.343390305979,Shah Alam,Selangor,40100,0
641.7100833792032,Johor Bahru,Johor,80300,0
661.7514189445758,Johor Bahru,Johor,81200,0
1224.279956649568,Petaling Jaya,Selangor,46000,0
1120.8420799325484,Seremban,Negeri Sembilan,70300,0
594.1581582267407,Johor Bahru,Johor,80000,0
371.1080271650324,Kuching,Sarawak,93100,1
2024.265618856409,Kuala Lumpur,Kuala Lumpur,57100,0
1832.050007428545,Kuala Lumpur,Kuala Lumpur,53200,0
118.31867704343465,Johor Bahru,Johor,81100,1
359.2243754965057,Kuching,Sarawak,93000,1
2080.2808551027592,Kuala Lumpur,Kuala Lumpur,56000,0
314.4368090444956,Seremban,Negeri Sembilan,70300,1
182.406319042514,Johor Bahru,Johor,81100,1
134.516720505778,Kuala Lumpur,Kuala Lumpur,56100,1
389.20008837948126,Klang,Selangor,41200,1
1918.79882339422,Johor Bahru,Johor,81100,0
170.4442522409658,Kuala Lumpur,Kuala Lumpur,59100,1
528.7219852144613,Kuala Lumpur,Kuala Lumpur,51200,0
886.3346642438673,Petaling Jaya,Selangor,46000,0
2287.3833050037824,Ipoh,Perak,31650,0
1832.050007428545,Kuala Lumpur,Kuala Lumpur,52100,0
1562.467148242425,Ipoh,Perak,30020,0
995.8670708011648,Petaling Jaya,Selangor,47410,0
929.0281094738668,Johor Bahru,Johor,80300,0
1347.0050076070322,Petaling Jaya,Selangor,47301,0
2028.5873472085725,Kuala Lumpur,Kuala Lumpur,50460,0
610.9508205839813,Klang,Selangor,41400,0
2269.3189228705696,Cukai,Terengganu,24000,0
0.0,Kuala Lumpur,Kuala Lumpur,50350,1
0.0,Kuala Lumpur,Kuala Lumpur,50350,1
1100.6859536234722,Kuala Lumpur,Kuala Lumpur,53300,0
2191.547238336823,Johor Bahru,Johor,81200,0
76.975933198951,Kuala Lumpur,Kuala Lumpur,50400,1
48.66134684295177,Kuala Lumpur,Kuala Lumpur,50450,1
429.2728453395478,Kajang,Selangor,43000,1
1087.8851062109368,Shah Alam,Selangor,40000,0
826.623204231156,Kuala Lumpur,Kuala Lumpur,50480,0
503.8113962553187,Kuala Lumpur,Kuala Lumpur,50300,0
1055.8993739233272,Ipoh,Perak,31350,0
1406.5646746347147,Johor Bahru,Johor,81200,0
0.0,Kuala Lumpur,Kuala Lumpur,50250,1
1683.6119852929903,Kuala Lumpur,Kuala Lumpur,50608,0
517.4076267493163,Johor Bahru,Johor,80000,0
536.4489662016782,Klang,Selangor,41000,0
1468.1541097902766,Kuala Lumpur,Kuala Lumpur,52100,0
815.0710813180709,Kuala Lumpur,Kuala Lumpur,51000,0
812.2410709545194,Klang,Selangor,41150,0
973.4079632620646,Kuala Lumpur,Kuala Lumpur,50480,0
469.9327498230274,Kuala Lumpur,Kuala Lumpur,51200,1
1286.1941835258026,Kuala Lumpur,Kuala Lumpur,55200,0
970.6781378436484,Kuala Lumpur,Kuala Lumpur,52000,0
220.0025699832104,Kuala Lumpur,Kuala Lumpur,50300,1
857.1071013935042,Ulu Tiram,Johor,81800,0
597.9353704769909,Kuala Lumpur,Kuala Lumpur,51200,0
254.8611369302442,Seremban,Negeri Sembilan,70000,1
582.4766650253305,Seremban,Negeri Sembilan,70000,0
105.73526474319884,Kuching,Sarawak,93200,1
576.2520801880875,Johor Bahru,Johor,80400,0
1593.2362507683013,Kuching,Sarawak,93450,0
653.002814001152,Kuala Lumpur,Kuala Lumpur,51200,0
1530.8840232955752,Ipoh,Perak,31400,0
2506.2011701066426,Puchong,Selangor,47100,0
864.8633991655428,Seremban,Negeri Sembilan,70100,0
957.7957685193932,Subang Jaya,Selangor,46150,0
2237.9151215813777,Ipoh,Perak,30250,0
1373.8812542274543,Seri Kembangan,Selangor,43300,0
1233.3264368078155,Klang,Selangor,42000,0
2153.1006724150075,Kuala Lumpur,Kuala Lumpur,57100,0
1635.5206419542938,Petaling Jaya,Selangor,46300,0
246.1778857651032,Kuala Lumpur,Kuala Lumpur,51200,1
36.47027317201651,Kuala Lumpur,Kuala Lumpur,50470,1
1274.5081042893185,Petaling Jaya,Selangor,46050,0
758.5800745265306,Kuala Lumpur,Kuala Lumpur,50350,0
701.8940820568491,Johor Bahru,Johor,81100,0
1023.9893308387288,Johor Bahru,Johor,81300,0
0.0,Alor Setar,Kedah,5100,1
1449.774885552744,Klang,Selangor,41050,0
2182.4906417850634,Kulim,Kedah,9000,0
1346.2423721971743,Ipoh,Perak,30100,0
902.644010630184,Kuala Lumpur,Kuala Lumpur,55100,0
366.306881404956,Kuala Lumpur,Kuala Lumpur,50250,1
1183.0715141481946,Ipoh,Perak,30780,0
262.86652721780973,Kuala Lumpur,Kuala Lumpur,55100,1
864.8633991655428,Seremban,Negeri Sembilan,70100,0
76.975933198951,Kuala Lumpur,Kuala Lumpur,50400,1
1477.0676076917175,Kuala Lumpur,Kuala Lumpur,53300,0
426.9687591035421,Kuala Lumpur,Kuala Lumpur,50480,1
1093.356924496362,Subang Jaya,Selangor,47500,0
422.6122308855057,Kuala Lumpur,Kuala Lumpur,50768,1
237.1280104671045,Georgetown,Penang,10050,1
1296.9237837234004,Johor Bahru,Johor,80400,0
764.6763072828312,Kuala Lumpur,Kuala Lumpur,55100,0
243.1252308721263,Petaling Jaya,Selangor,47301,1
1754.741418147309,Johor Bahru,Johor,81100,0
500.2032218763907,Johor Bahru,Johor,80000,0
2294.96990758879,Ipoh,Perak,30000,0
1424.9798270718904,Johor Bahru,Johor,81100,0
1453.5335551848295,Kuantan,Pahang,26080,0
2228.8724166041484,Kuala Lumpur,Kuala Lumpur,52100,0
1952.8062081826552,Skudai,Johor,81300,0
550.5576491477036,Kuala Lumpur,Kuala Lumpur,50200,0
2175.925446882059,Ipoh,Perak,30000,0
1486.659659688362,Kuala Lumpur,Kuala Lumpur,50050,0
455.9100332294836,Kuching,Sarawak,93400,1
1502.8394453963042,Ampang,Selangor,68000,0
1166.296154547523,Johor Bahru,Johor,81200,0
978.8812774588924,Kajang,Selangor,43000,0
2614.573447821856,Johor Bahru,Johor,81100,0
580.2334440378208,Kuching,Sarawak,93450,0
451.9461882652306,Petaling Jaya,Selangor,46200,1
1917.8921790091165,Kuala Lumpur,Kuala Lumpur,50480,0
985.6323343105242,Ipoh,Perak,31400,0
895.8515329230152,Taiping,Perak,34000,0
1503.1521261001812,Ipoh,Perak,30100,0
801.9708085718015,Kuala Lumpur,Kuala Lumpur,53000,0
457.9132938955091,Bentong,Pahang,28700,1
841.748026453851,Petaling Jaya,Selangor,47810,0
366.8102816574833,Kuala Lumpur,Kuala Lumpur,50470,1
472.9614846291733,Melaka,Melaka,75250,1
1503.2922327152526,Ipoh,Perak,31400,0
814.0248129406934,Shah Alam,Selangor,40400,0
1978.37686077232,Kuala Lumpur,Kuala Lumpur,50490,0
2376.071689314359,Johor Bahru,Johor,81100,0
254.2029587038489,Klang,Selangor,41200,1
1510.4808674577944,Petaling Jaya,Selangor,46100,0
1048.1873055780636,Kuala Lumpur,Kuala Lumpur,50460,0
895.8515329230152,Taiping,Perak,34000,0
300.89568602001043,Kuala Lumpur,Kuala Lumpur,50000,1
636.7318262358519,Kuala Lumpur,Kuala Lumpur,56100,0
117.92240755354575,Klang,Selangor,41000,1
2395.031401559701,Ipoh,Perak,30000,0
481.820637520017,Kuching,Sarawak,93300,1
361.9309006993951,Bandar Melaka,Melaka,75000,1
189.02156207826303,Limbang,Sarawak,98700,1
267.0529812116571,Petaling Jaya,Selangor,46200,1
285.44632069055257,Petaling Jaya,Selangor,47400,1
76.975933198951,Kuala Lumpur,Kuala Lumpur,50400,1
0.0,Kuala Lumpur,Kuala Lumpur,53200,1
