Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  Lot 2570 Batu 5 1/2 Jalan Kassim Meru', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33929013', 'Zip code  41050', 'Country calling code  +60', 'Country  Malaysia']",Lot 2570 Batu 5 1/2 Jalan Kassim Meru,Klang,Selangor,(603) 33929013,41050,+60,Malaysia,"Lot 2570 Batu 5 1/2 Jalan Kassim Meru, Klang, Selangor"
"['Street:  Jalan Tanjung Batu P.O. Box', 'City:   Wilayah Persekutuan', 'State/province/area:    Wilayah Persekutuan', 'Phone number  6087414327', 'Zip code  80537', 'Country calling code  +60', 'Country  Malaysia']",Jalan Tanjung Batu P.O. Box,Wilayah Persekutuan,Wilayah Persekutuan,6087414327,80537,+60,Malaysia,"Jalan Tanjung Batu P.O. Box, Wilayah Persekutuan, Wilayah Persekutuan"
"['Street:  375A Jalan Silibin Taman Saz', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  (603) 5262462', 'Zip code  30100', 'Country calling code  +60', 'Country  Malaysia']",375A Jalan Silibin Taman Saz,City:  Ipoh,Perak,(603) 5262462,30100,+60,Malaysia,"375A Jalan Silibin Taman Saz, City:  Ipoh, Perak"
"['Street:  A 61 Jln Raja Bot Kaw 18', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033341-2756', 'Zip code  41400', 'Country calling code  +60', 'Country  Malaysia']",A 61 Jln Raja Bot Kaw 18,Klang,Selangor,033341-2756,41400,+60,Malaysia,"A 61 Jln Raja Bot Kaw 18, Klang, Selangor"
"['Street:  No. 11-2 Jalan Rs 1, Rawang Sentral,', 'City:   Rawang', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8060-9826', 'Zip code  48000', 'Country calling code  +60', 'Country  Malaysia']","No. 11-2 Jalan Rs 1, Rawang Sentral,",Rawang,Selangor,+60 (0)3 8060-9826,48000,+60,Malaysia,"No. 11-2 Jalan Rs 1, Rawang Sentral,, Rawang, Selangor"
"['Street:  Pasar Borong Blok 2 Pusat Bandar Utara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036137-2321', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",Pasar Borong Blok 2 Pusat Bandar Utara,Kuala Lumpur,Wilayah Persekutuan,036137-2321,68100,+60,Malaysia,"Pasar Borong Blok 2 Pusat Bandar Utara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Samudera Bidara Resort Jln Samudera Tanjong Bidara Masjid Tanah', 'City:   Masjid Tanah', 'State/province/area:    Melaka', 'Phone number  6063847555', 'Zip code  78300', 'Country calling code  +60', 'Country  Malaysia']",Samudera Bidara Resort Jln Samudera Tanjong Bidara Masjid Tanah,Masjid Tanah,Melaka,6063847555,78300,+60,Malaysia,"Samudera Bidara Resort Jln Samudera Tanjong Bidara Masjid Tanah, Masjid Tanah, Melaka"
"['Street:  15-15A Laluan Tawas Damai 6 Tmn Anjung Tawas Damai', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (755) 5073875', 'Zip code  30010', 'Country calling code  +60', 'Country  Malaysia']",15-15A Laluan Tawas Damai 6 Tmn Anjung Tawas Damai,Ipoh,Perak,(755) 5073875,30010,+60,Malaysia,"15-15A Laluan Tawas Damai 6 Tmn Anjung Tawas Damai, Ipoh, Perak"
"['Street:  Blok 7, Lrg Bandar Indah 2, Sandakan', 'City:   Sandakan', 'State/province/area:    Sabah', 'Phone number  089-22 93326', 'Zip code  90000', 'Country calling code  +60', 'Country  Malaysia']","Blok 7, Lrg Bandar Indah 2, Sandakan",Sandakan,Sabah,089-22 93326,90000,+60,Malaysia,"Blok 7, Lrg Bandar Indah 2, Sandakan, Sandakan, Sabah"
"['Street:  1 Jln Usj 7/3B Taman Seafield Jaya Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035632-3018', 'Zip code  47610', 'Country calling code  +60', 'Country  Malaysia']",1 Jln Usj 7/3B Taman Seafield Jaya Petaling Jaya,Petaling Jaya,Selangor,035632-3018,47610,+60,Malaysia,"1 Jln Usj 7/3B Taman Seafield Jaya Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Ktld, Jalan Haji Taha,', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  6082253250', 'Zip code  93400', 'Country calling code  +60', 'Country  Malaysia']","Ktld, Jalan Haji Taha,",Kuching,Sarawak,6082253250,93400,+60,Malaysia,"Ktld, Jalan Haji Taha,, Kuching, Sarawak"
"['Street:  56 Jln 14/48 Seksyen 14 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037958-6338', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']",56 Jln 14/48 Seksyen 14 Petaling Jaya,Petaling Jaya,Selangor,037958-6338,46100,+60,Malaysia,"56 Jln 14/48 Seksyen 14 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Sales & Marketing Office Suite 3204', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 2647616', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",Sales & Marketing Office Suite 3204,Kuala Lumpur,Wilayah Persekutuan,(603) 2647616,50450,+60,Malaysia,"Sales & Marketing Office Suite 3204, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 13 Jln 14/20 Seksyen 14 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60379559951', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']",No. 13 Jln 14/20 Seksyen 14 Petaling Jaya,Petaling Jaya,Selangor,60379559951,46100,+60,Malaysia,"No. 13 Jln 14/20 Seksyen 14 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  13B Jalan Murai 2 Kompleks Batu Off Jalan Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  036251-0626', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",13B Jalan Murai 2 Kompleks Batu Off Jalan Wilayah Persekutuan,Ipoh,Perak,036251-0626,51200,+60,Malaysia,"13B Jalan Murai 2 Kompleks Batu Off Jalan Wilayah Persekutuan, Ipoh, Perak"
"['Street:  Wisma Consplant 1, No. 2 Jalan Ss 16/4,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7982-4654', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","Wisma Consplant 1, No. 2 Jalan Ss 16/4,",Subang Jaya,Selangor,+60 (0)3 7982-4654,47500,+60,Malaysia,"Wisma Consplant 1, No. 2 Jalan Ss 16/4,, Subang Jaya, Selangor"
"['Street:  23 Jalan Au 1A/2C Taman Keramat Dalam', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 42529936', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",23 Jalan Au 1A/2C Taman Keramat Dalam,Kuala Lumpur,Wilayah Persekutuan,(603) 42529936,54200,+60,Malaysia,"23 Jalan Au 1A/2C Taman Keramat Dalam, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07355-4987', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']",Taman Jaya,Johor Bahru,Johor,07355-4987,81300,+60,Malaysia,"Taman Jaya, Johor Bahru, Johor"
"['Street:  40 Kampung Sri Andalas Batu 13 Jalan Puchong', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 3585145', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']",40 Kampung Sri Andalas Batu 13 Jalan Puchong,Klang,Selangor,(603) 3585145,47100,+60,Malaysia,"40 Kampung Sri Andalas Batu 13 Jalan Puchong, Klang, Selangor"
"['Street:  11A 6 Jln Pju 1/42 Dataran Prima Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037804-6985', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']",11A 6 Jln Pju 1/42 Dataran Prima Petaling Jaya,Petaling Jaya,Selangor,037804-6985,47301,+60,Malaysia,"11A 6 Jln Pju 1/42 Dataran Prima Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  3-2A1 Jalan Desa 2/2 Desa Aman Puri', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 3827268', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",3-2A1 Jalan Desa 2/2 Desa Aman Puri,Kuala Lumpur,Wilayah Persekutuan,(603) 3827268,52100,+60,Malaysia,"3-2A1 Jalan Desa 2/2 Desa Aman Puri, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  17 Rohas Perkasa Blok B 8 Jln Perak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032167-2137', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']",17 Rohas Perkasa Blok B 8 Jln Perak,Kuala Lumpur,Wilayah Persekutuan,032167-2137,50450,+60,Malaysia,"17 Rohas Perkasa Blok B 8 Jln Perak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 Jalan AU 2A/3 Taman Keramat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 2468330', 'Zip code  54200', 'Country calling code  +60', 'Country  Malaysia']",2 Jalan AU 2A/3 Taman Keramat,Kuala Lumpur,Wilayah Persekutuan,(603) 2468330,54200,+60,Malaysia,"2 Jalan AU 2A/3 Taman Keramat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 15 Jln 5/76B Desa Pandan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039281-4331', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",1 15 Jln 5/76B Desa Pandan,Kuala Lumpur,Wilayah Persekutuan,039281-4331,55100,+60,Malaysia,"1 15 Jln 5/76B Desa Pandan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  4 The Mall Jln Putra', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034044-8698', 'Zip code  50350', 'Country calling code  +60', 'Country  Malaysia']",4 The Mall Jln Putra,Kuala Lumpur,Wilayah Persekutuan,034044-8698,50350,+60,Malaysia,"4 The Mall Jln Putra, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 87', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  04-261 4025', 'Zip code  10200', 'Country calling code  +60', 'Country  Malaysia']",No. 87,Georgetown,Pulau Pinang,04-261 4025,10200,+60,Malaysia,"No. 87, Georgetown, Pulau Pinang"
"['Street:  Taman Djaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07351-5111', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']",Taman Djaya,Johor Bahru,Johor,07351-5111,81300,+60,Malaysia,"Taman Djaya, Johor Bahru, Johor"
"['Street:  9 Jalan Next To Midvally, KualaÂ Lumpur , WP', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  123994875', 'Zip code  58000', 'Country calling code  +60', 'Country  Malaysia']","9 Jalan Next To Midvally, KualaÂ Lumpur , WP",Klang,Selangor,123994875,58000,+60,Malaysia,"9 Jalan Next To Midvally, KualaÂ Lumpur , WP, Klang, Selangor"
"['Street:  367, Kampung Cherating Lama,', 'City:   Kuantan', 'State/province/area:    Pahang', 'Phone number  6095819279', 'Zip code  26080', 'Country calling code  +60', 'Country  Malaysia']","367, Kampung Cherating Lama,",Kuantan,Pahang,6095819279,26080,+60,Malaysia,"367, Kampung Cherating Lama,, Kuantan, Pahang"
"['Street:  18 Jln Taiping', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-8474', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",18 Jln Taiping,Kuala Lumpur,Wilayah Persekutuan,034045-8474,50400,+60,Malaysia,"18 Jln Taiping, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1A 2 Jln Pandan 3/10 Taman Pandan Jaya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039285-7453', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",1A 2 Jln Pandan 3/10 Taman Pandan Jaya,Kuala Lumpur,Wilayah Persekutuan,039285-7453,55100,+60,Malaysia,"1A 2 Jln Pandan 3/10 Taman Pandan Jaya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Nountun, Inanam,', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  +60 (0)89 616363', 'Zip code  88450', 'Country calling code  +60', 'Country  Malaysia']","Jalan Nountun, Inanam,",Kota Kinabalu,Sabah,+60 (0)89 616363,88450,+60,Malaysia,"Jalan Nountun, Inanam,, Kota Kinabalu, Sabah"
"['Street:  No. 2647 1St Floor JlnTaman Tunku Miri Miri', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08561-5027', 'Zip code  98000', 'Country calling code  +60', 'Country  Malaysia']",No. 2647 1St Floor JlnTaman Tunku Miri Miri,Kuching,Sarawak,08561-5027,98000,+60,Malaysia,"No. 2647 1St Floor JlnTaman Tunku Miri Miri, Kuching, Sarawak"
"['Street:  18, Lebuhraya Kampung Jawa,', 'City:   Bayan Lepas', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)4 644-3892', 'Zip code  11900', 'Country calling code  +60', 'Country  Malaysia']","18, Lebuhraya Kampung Jawa,",Bayan Lepas,Pulau Pinang,+60 (0)4 644-3892,11900,+60,Malaysia,"18, Lebuhraya Kampung Jawa,, Bayan Lepas, Pulau Pinang"
