Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  Lorong Perusahaan 2a, Kawasan Perusahaan Kulim,', 'City:   Kulim', 'State/province/area:    Kedah', 'Phone number  604-4891201/202/581', 'Zip code  09000', 'Country calling code  +60', 'Country  Malaysia']","Lorong Perusahaan 2a, Kawasan Perusahaan Kulim,",Kulim,Kedah,604-4891201/202/581,09000,+60,Malaysia,"Lorong Perusahaan 2a, Kawasan Perusahaan Kulim,, Kulim, Kedah"
"['Street:  Wisma Armon, Jalan Kamaruddin,', 'City:   Kuala Terengganu', 'State/province/area:    Terengganu', 'Phone number  +60 (0)9 774-3297', 'Zip code  20400', 'Country calling code  +60', 'Country  Malaysia']","Wisma Armon, Jalan Kamaruddin,",Kuala Terengganu,Terengganu,+60 (0)9 774-3297,20400,+60,Malaysia,"Wisma Armon, Jalan Kamaruddin,, Kuala Terengganu, Terengganu"
"['Street:  Jalan Perdaganagn 10, Taman Perindustry Universiti,', 'City:   Skudai', 'State/province/area:    Johor', 'Phone number  +6012 7708044', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']","Jalan Perdaganagn 10, Taman Perindustry Universiti,",Skudai,Johor,+6012 7708044,81300,+60,Malaysia,"Jalan Perdaganagn 10, Taman Perindustry Universiti,, Skudai, Johor"
"['Street:  257 Jln Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034021-8785', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",257 Jln Pahang,Kuala Lumpur,Wilayah Persekutuan,034021-8785,53000,+60,Malaysia,"257 Jln Pahang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  G Micasa Shoppes Jln Tun Razak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032162-9350', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",G Micasa Shoppes Jln Tun Razak,Kuala Lumpur,Wilayah Persekutuan,032162-9350,50400,+60,Malaysia,"G Micasa Shoppes Jln Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  11 Jln Bunga Raya 3 Taman Bunga Raya Mala', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06678-5359', 'Zip code  70400', 'Country calling code  +60', 'Country  Malaysia']",11 Jln Bunga Raya 3 Taman Bunga Raya Mala,Seremban,Negeri Sembilan,06678-5359,70400,+60,Malaysia,"11 Jln Bunga Raya 3 Taman Bunga Raya Mala, Seremban, Negeri Sembilan"
"['Street:  Jalan 15/48A, Sentul Raya,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-4043-5275', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']","Jalan 15/48A, Sentul Raya,",Kuala Lumpur,Wilayah Persekutuan,03-4043-5275,51200,+60,Malaysia,"Jalan 15/48A, Sentul Raya,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  65 Jalan Dewan Simpang 3 Gombak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 61862694', 'Zip code  53100', 'Country calling code  +60', 'Country  Malaysia']",65 Jalan Dewan Simpang 3 Gombak,Kuala Lumpur,Wilayah Persekutuan,(603) 61862694,53100,+60,Malaysia,"65 Jalan Dewan Simpang 3 Gombak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 94 Jln 4/48 Taman Dato Senu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-3661', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",No. 94 Jln 4/48 Taman Dato Senu,Kuala Lumpur,Wilayah Persekutuan,034045-3661,51000,+60,Malaysia,"No. 94 Jln 4/48 Taman Dato Senu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  10 Pusat Perdagangan Amcorp Jln Persiaran Barat Seksyen 52 Petaling Jaya M', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-6357', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",10 Pusat Perdagangan Amcorp Jln Persiaran Barat Seksyen 52 Petaling Jaya M,Petaling Jaya,Selangor,037956-6357,46200,+60,Malaysia,"10 Pusat Perdagangan Amcorp Jln Persiaran Barat Seksyen 52 Petaling Jaya M, Petaling Jaya, Selangor"
"['Street:  41', 'City:  First Floor', 'State/province/area:    Cengal Road', 'Phone number  084-31-0940', 'Zip code  96000', 'Country calling code  +60', 'Country  Malaysia']",41,City:  First Floor,Cengal Road,084-31-0940,96000,+60,Malaysia,"41, City:  First Floor, Cengal Road"
"['Street:  5 Wisma Azan 134 Jln Raja Abdullah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032691-5620', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",5 Wisma Azan 134 Jln Raja Abdullah,Kuala Lumpur,Wilayah Persekutuan,032691-5620,50300,+60,Malaysia,"5 Wisma Azan 134 Jln Raja Abdullah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 3/4 A-14-15 Pokok Asam Kuah', 'City:   Langkawi', 'State/province/area:    Kedah', 'Phone number  6049666826', 'Zip code  07000', 'Country calling code  +60', 'Country  Malaysia']",Batu 3/4 A-14-15 Pokok Asam Kuah,Langkawi,Kedah,6049666826,07000,+60,Malaysia,"Batu 3/4 A-14-15 Pokok Asam Kuah, Langkawi, Kedah"
"['Street:  4J, Desa Universiti Complex Jalan Sungai Dua,', 'City:   Gelugor', 'State/province/area:    Pulau Pinang', 'Phone number  046552163', 'Zip code  11700', 'Country calling code  +60', 'Country  Malaysia']","4J, Desa Universiti Complex Jalan Sungai Dua,",Gelugor,Pulau Pinang,046552163,11700,+60,Malaysia,"4J, Desa Universiti Complex Jalan Sungai Dua,, Gelugor, Pulau Pinang"
"['Street:  18, Jalan Psn. Barat,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7727-4449', 'Zip code  46050', 'Country calling code  +60', 'Country  Malaysia']","18, Jalan Psn. Barat,",Petaling Jaya,Selangor,+60 (0)3 7727-4449,46050,+60,Malaysia,"18, Jalan Psn. Barat,, Petaling Jaya, Selangor"
"['Street:  No. 43A & B Jalan Sg 1/9 Taman Seri Gombak', 'City:   Batu Caves', 'State/province/area:    Selangor', 'Phone number  60361887382', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']",No. 43A & B Jalan Sg 1/9 Taman Seri Gombak,Batu Caves,Selangor,60361887382,68100,+60,Malaysia,"No. 43A & B Jalan Sg 1/9 Taman Seri Gombak, Batu Caves, Selangor"
"['Street:  , ., SGR', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  (03)8739 9795', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",", ., SGR",Kajang,Selangor,(03)8739 9795,43000,+60,Malaysia,", ., SGR, Kajang, Selangor"
"['Street:  No 5 PSN Industri Bercham 6 Kawasan Industri Ringan Bercham', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5488016', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",No 5 PSN Industri Bercham 6 Kawasan Industri Ringan Bercham,Ipoh,Perak,(605) 5488016,31400,+60,Malaysia,"No 5 PSN Industri Bercham 6 Kawasan Industri Ringan Bercham, Ipoh, Perak"
"['Street:  Jln Uganda Kampung Jawa 41000 41000 41000', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033372-8828', 'Zip code  10998', 'Country calling code  +60', 'Country  Malaysia']",Jln Uganda Kampung Jawa 41000 41000 41000,Klang,Selangor,033372-8828,10998,+60,Malaysia,"Jln Uganda Kampung Jawa 41000 41000 41000, Klang, Selangor"
"['Street:  7 Jalan 3', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 2219535', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",7 Jalan 3,Kuala Lumpur,Wilayah Persekutuan,(603) 2219535,55200,+60,Malaysia,"7 Jalan 3, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 18 2Nd Floor Jln Pandan 3/2 Taman Pandan Jaya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039283-6817', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",No. 18 2Nd Floor Jln Pandan 3/2 Taman Pandan Jaya,Kuala Lumpur,Wilayah Persekutuan,039283-6817,55100,+60,Malaysia,"No. 18 2Nd Floor Jln Pandan 3/2 Taman Pandan Jaya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  BA Pasar Seni Jalan Hang Kasturi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 22746598', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",BA Pasar Seni Jalan Hang Kasturi,Kuala Lumpur,Wilayah Persekutuan,(603) 22746598,50050,+60,Malaysia,"BA Pasar Seni Jalan Hang Kasturi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  23-1, Jalan S10/1 Off Jalan . Bukit Section 10,', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  +60 (0)5 322-1940', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']","23-1, Jalan S10/1 Off Jalan . Bukit Section 10,",Kajang,Selangor,+60 (0)5 322-1940,43000,+60,Malaysia,"23-1, Jalan S10/1 Off Jalan . Bukit Section 10,, Kajang, Selangor"
"['Street:  Jalan Bukit Puchong, Bandar Bukit Puchong 2,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5513-3735', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Bukit Puchong, Bandar Bukit Puchong 2,",Puchong,Selangor,+60 (0)3 5513-3735,47100,+60,Malaysia,"Jalan Bukit Puchong, Bandar Bukit Puchong 2,, Puchong, Selangor"
"['Street:  20-1 Persiaran 65C Pekeliling Business Centre', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 6215877', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",20-1 Persiaran 65C Pekeliling Business Centre,Kuala Lumpur,Wilayah Persekutuan,(603) 6215877,53000,+60,Malaysia,"20-1 Persiaran 65C Pekeliling Business Centre, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  33 Jln Sagu 12 Taman Daya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  607-3541210', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",33 Jln Sagu 12 Taman Daya,Johor Bahru,Johor,607-3541210,81100,+60,Malaysia,"33 Jln Sagu 12 Taman Daya, Johor Bahru, Johor"
"['Street:  Pusat Dagangan Dana 1, Jalan Pju 1A/46,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 6275-2588', 'Zip code  47301', 'Country calling code  +60', 'Country  Malaysia']","Pusat Dagangan Dana 1, Jalan Pju 1A/46,",Petaling Jaya,Selangor,+60 (0)3 6275-2588,47301,+60,Malaysia,"Pusat Dagangan Dana 1, Jalan Pju 1A/46,, Petaling Jaya, Selangor"
"['Street:  275 Jln 4 Off Jln Chan Sow Lin', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039221-4220', 'Zip code  55200', 'Country calling code  +60', 'Country  Malaysia']",275 Jln 4 Off Jln Chan Sow Lin,Kuala Lumpur,Wilayah Persekutuan,039221-4220,55200,+60,Malaysia,"275 Jln 4 Off Jln Chan Sow Lin, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lorong 6C/91, Taman Shamelin Perkasa,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-9287-7861', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']","Lorong 6C/91, Taman Shamelin Perkasa,",Kuala Lumpur,Wilayah Persekutuan,03-9287-7861,56100,+60,Malaysia,"Lorong 6C/91, Taman Shamelin Perkasa,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Taman Kenanga Mewah, Jalan Tun Perak,', 'City:   Melaka', 'State/province/area:    Melaka', 'Phone number  +60 (0)6 282-1948', 'Zip code  75300', 'Country calling code  +60', 'Country  Malaysia']","Taman Kenanga Mewah, Jalan Tun Perak,",Melaka,Melaka,+60 (0)6 282-1948,75300,+60,Malaysia,"Taman Kenanga Mewah, Jalan Tun Perak,, Melaka, Melaka"
"['Street:  Holiday Plaza Jln Dato Sulaiman Taman Abad', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07331-0173', 'Zip code  80250', 'Country calling code  +60', 'Country  Malaysia']",Holiday Plaza Jln Dato Sulaiman Taman Abad,Johor Bahru,Johor,07331-0173,80250,+60,Malaysia,"Holiday Plaza Jln Dato Sulaiman Taman Abad, Johor Bahru, Johor"
"['Street:  13A Jln Pudu Ulu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039283-6534', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",13A Jln Pudu Ulu,Kuala Lumpur,Wilayah Persekutuan,039283-6534,56100,+60,Malaysia,"13A Jln Pudu Ulu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  15 Jln Molek 1/9 Taman Molek', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  08956-2689', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",15 Jln Molek 1/9 Taman Molek,Johor Bahru,Johor,08956-2689,81100,+60,Malaysia,"15 Jln Molek 1/9 Taman Molek, Johor Bahru, Johor"
"['Street:  Tuaran Road, Jalan Kolombong,', 'City:   Kota Kinabalu', 'State/province/area:    Sabah', 'Phone number  +60 (0)88 421340', 'Zip code  88100', 'Country calling code  +60', 'Country  Malaysia']","Tuaran Road, Jalan Kolombong,",Kota Kinabalu,Sabah,+60 (0)88 421340,88100,+60,Malaysia,"Tuaran Road, Jalan Kolombong,, Kota Kinabalu, Sabah"
"['Street:  No. 8 Luh Sultan Hishamuddin 1 Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033176-2947', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",No. 8 Luh Sultan Hishamuddin 1 Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan,Klang,Selangor,033176-2947,42000,+60,Malaysia,"No. 8 Luh Sultan Hishamuddin 1 Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  M 46 Jln Ss21/39 Ss21 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037728-5470', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",M 46 Jln Ss21/39 Ss21 Petaling Jaya,Petaling Jaya,Selangor,037728-5470,47400,+60,Malaysia,"M 46 Jln Ss21/39 Ss21 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  14-1 Jalan 28/70A Desa Sri Hartamas', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 23000765', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']",14-1 Jalan 28/70A Desa Sri Hartamas,Kuala Lumpur,Wilayah Persekutuan,(603) 23000765,50480,+60,Malaysia,"14-1 Jalan 28/70A Desa Sri Hartamas, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 65 Jalan Perai Jaya 4 Bandar Perai Jaya', 'City:   Perai', 'State/province/area:    Pulau Pinang', 'Phone number  6043998290', 'Zip code  13700', 'Country calling code  +60', 'Country  Malaysia']",No. 65 Jalan Perai Jaya 4 Bandar Perai Jaya,Perai,Pulau Pinang,6043998290,13700,+60,Malaysia,"No. 65 Jalan Perai Jaya 4 Bandar Perai Jaya, Perai, Pulau Pinang"
"['Street:  476 Jln Pasir Puteh Pasir Puteh', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05323-6843', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",476 Jln Pasir Puteh Pasir Puteh,Ipoh,Perak,05323-6843,31650,+60,Malaysia,"476 Jln Pasir Puteh Pasir Puteh, Ipoh, Perak"
"['Street:  38B', 'City:   Jalan Hiliran', 'State/province/area:    Kuala Terengganu Tere', 'Phone number  09-622-1275', 'Zip code  20300', 'Country calling code  +60', 'Country  Malaysia']",38B,Jalan Hiliran,Kuala Terengganu Tere,09-622-1275,20300,+60,Malaysia,"38B, Jalan Hiliran, Kuala Terengganu Tere"
"['Street:  Lot 3323 Jalan Merak Kampung Bukit Jeram', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  (603) 31684683', 'Zip code  45800', 'Country calling code  +60', 'Country  Malaysia']",Lot 3323 Jalan Merak Kampung Bukit Jeram,Kuching,Sarawak,(603) 31684683,45800,+60,Malaysia,"Lot 3323 Jalan Merak Kampung Bukit Jeram, Kuching, Sarawak"
"['Street:  1 Wisma Mahmud Jln Datuk Abang Abdul Rahim Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08234-5687', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",1 Wisma Mahmud Jln Datuk Abang Abdul Rahim Kuching,Kuching,Sarawak,08234-5687,93450,+60,Malaysia,"1 Wisma Mahmud Jln Datuk Abang Abdul Rahim Kuching, Kuching, Sarawak"
"['Street:  No. 10 Ground Floor Mdn Setia 2 Bukit Damansara', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032096-1740', 'Zip code  50490', 'Country calling code  +60', 'Country  Malaysia']",No. 10 Ground Floor Mdn Setia 2 Bukit Damansara,Kuala Lumpur,Wilayah Persekutuan,032096-1740,50490,+60,Malaysia,"No. 10 Ground Floor Mdn Setia 2 Bukit Damansara, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  300 3 Jln Tun Razak', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032694-7163', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",300 3 Jln Tun Razak,Kuala Lumpur,Wilayah Persekutuan,032694-7163,50400,+60,Malaysia,"300 3 Jln Tun Razak, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  M 23 Jln Ss21/37 Ss21 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  217722-3221', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",M 23 Jln Ss21/37 Ss21 Petaling Jaya,Petaling Jaya,Selangor,217722-3221,47400,+60,Malaysia,"M 23 Jln Ss21/37 Ss21 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  3 19 Jln 4/62D Medan Putra Business Centre', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-0081', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",3 19 Jln 4/62D Medan Putra Business Centre,Kuala Lumpur,Wilayah Persekutuan,036272-0081,52200,+60,Malaysia,"3 19 Jln 4/62D Medan Putra Business Centre, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Suite 291A Level 29 Menara Haw Par Land Jalan Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 27112365', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",Suite 291A Level 29 Menara Haw Par Land Jalan Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,(603) 27112365,50200,+60,Malaysia,"Suite 291A Level 29 Menara Haw Par Land Jalan Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  PT177', 'City:   Kota Bharu', 'State/province/area:    Kelantan', 'Phone number  09-744 16928', 'Zip code  15000', 'Country calling code  +60', 'Country  Malaysia']",PT177,Kota Bharu,Kelantan,09-744 16928,15000,+60,Malaysia,"PT177, Kota Bharu, Kelantan"
"['Street:  Batu 9, Tangga Batu, Tangga Batu', 'City:   Mlk', 'State/province/area:    Melaka', 'Phone number  06 - 351 8452', 'Zip code  76400', 'Country calling code  +60', 'Country  Malaysia']","Batu 9, Tangga Batu, Tangga Batu",Mlk,Melaka,06 - 351 8452,76400,+60,Malaysia,"Batu 9, Tangga Batu, Tangga Batu, Mlk, Melaka"
"['Street:  No. 33 Jln Sungai Rasa Sungai Rasa', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  035512-2668', 'Zip code  41300', 'Country calling code  +60', 'Country  Malaysia']",No. 33 Jln Sungai Rasa Sungai Rasa,Klang,Selangor,035512-2668,41300,+60,Malaysia,"No. 33 Jln Sungai Rasa Sungai Rasa, Klang, Selangor"
