Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  Lot 1736', 'City:   Sungai Labu Bawah', 'State/province/area:    Tanjong Piandang Pera', 'Phone number  05-725-6021', 'Zip code  34250', 'Country calling code  +60', 'Country  Malaysia']",Lot 1736,Sungai Labu Bawah,Tanjong Piandang Pera,05-725-6021,34250,+60,Malaysia,"Lot 1736, Sungai Labu Bawah, Tanjong Piandang Pera"
"['Street:  No. 65 2Nd Floor Jln Mega Mendung Komplek Bandar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037782-6624', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",No. 65 2Nd Floor Jln Mega Mendung Komplek Bandar,Kuala Lumpur,Wilayah Persekutuan,037782-6624,58200,+60,Malaysia,"No. 65 2Nd Floor Jln Mega Mendung Komplek Bandar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  25 Jln Bakawali 37 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07353-6229', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",25 Jln Bakawali 37 Taman Jaya,Johor Bahru,Johor,07353-6229,81100,+60,Malaysia,"25 Jln Bakawali 37 Taman Jaya, Johor Bahru, Johor"
"['Street:  99 Jln Dedap 6 Taman Jaya', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07353-3318', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",99 Jln Dedap 6 Taman Jaya,Johor Bahru,Johor,07353-3318,81100,+60,Malaysia,"99 Jln Dedap 6 Taman Jaya, Johor Bahru, Johor"
"['Street:  57 Jln Andalas 1 Kawasan Perindustrian Ringan 7', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06679-2547', 'Zip code  70450', 'Country calling code  +60', 'Country  Malaysia']",57 Jln Andalas 1 Kawasan Perindustrian Ringan 7,Seremban,Negeri Sembilan,06679-2547,70450,+60,Malaysia,"57 Jln Andalas 1 Kawasan Perindustrian Ringan 7, Seremban, Negeri Sembilan"
"['Street:  A 119 Jln Kampar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  99242-7099', 'Zip code  30250', 'Country calling code  +60', 'Country  Malaysia']",A 119 Jln Kampar,Ipoh,Perak,99242-7099,30250,+60,Malaysia,"A 119 Jln Kampar, Ipoh, Perak"
"['Street:  Kantin Sek Men Tmn Bkt Maluri Jln Kasawari Taman Bukit Maluri Malays', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036275-3214', 'Zip code  52100', 'Country calling code  +60', 'Country  Malaysia']",Kantin Sek Men Tmn Bkt Maluri Jln Kasawari Taman Bukit Maluri Malays,Kuala Lumpur,Wilayah Persekutuan,036275-3214,52100,+60,Malaysia,"Kantin Sek Men Tmn Bkt Maluri Jln Kasawari Taman Bukit Maluri Malays, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 55 Jalan Changkat Bukit Bintang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-7430', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",No. 55 Jalan Changkat Bukit Bintang,Kuala Lumpur,Wilayah Persekutuan,032141-7430,50200,+60,Malaysia,"No. 55 Jalan Changkat Bukit Bintang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  7 Blok 58 Jln Cantonment Georgetown', 'City:   Georgetown', 'State/province/area:    Pulau Pinang', 'Phone number  6042279085', 'Zip code  10250', 'Country calling code  +60', 'Country  Malaysia']",7 Blok 58 Jln Cantonment Georgetown,Georgetown,Pulau Pinang,6042279085,10250,+60,Malaysia,"7 Blok 58 Jln Cantonment Georgetown, Georgetown, Pulau Pinang"
"['Street:  No. 41 A Psn Tokong', 'City:  Ipoh', 'State/province/area:    Perak', 'Phone number  605-2532151', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",No. 41 A Psn Tokong,City:  Ipoh,Perak,605-2532151,31650,+60,Malaysia,"No. 41 A Psn Tokong, City:  Ipoh, Perak"
"['Street:  pulau pinang clinic sdn bhd 1, jalan pangkor,', 'City:   Penang', 'State/province/area:    Pulau Pinang', 'Phone number  604 227 6161', 'Zip code  10050', 'Country calling code  +60', 'Country  Malaysia']","pulau pinang clinic sdn bhd 1, jalan pangkor,",Penang,Pulau Pinang,604 227 6161,10050,+60,Malaysia,"pulau pinang clinic sdn bhd 1, jalan pangkor,, Penang, Pulau Pinang"
"['Street:  1, Persiaran Ledang Off Jalan Duta,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  603 2093 6111', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']","1, Persiaran Ledang Off Jalan Duta,",Kuala Lumpur,Wilayah Persekutuan,603 2093 6111,50480,+60,Malaysia,"1, Persiaran Ledang Off Jalan Duta,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  54 Jalan 1/100A Taman Gemilang Cheras', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 2676324', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",54 Jalan 1/100A Taman Gemilang Cheras,Kuala Lumpur,Wilayah Persekutuan,(603) 2676324,56100,+60,Malaysia,"54 Jalan 1/100A Taman Gemilang Cheras, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  47 Jln Selat Selatan 1 Kawasan Perindustrian Landpac Pelabuhan Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033166-5580', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",47 Jln Selat Selatan 1 Kawasan Perindustrian Landpac Pelabuhan Pelabuhan,Klang,Selangor,033166-5580,42000,+60,Malaysia,"47 Jln Selat Selatan 1 Kawasan Perindustrian Landpac Pelabuhan Pelabuhan, Klang, Selangor"
"['Street:  52-1 Jalan Medang Kapas Bukit Bdraya', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 20956494', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",52-1 Jalan Medang Kapas Bukit Bdraya,Kuala Lumpur,Wilayah Persekutuan,(603) 20956494,58200,+60,Malaysia,"52-1 Jalan Medang Kapas Bukit Bdraya, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Bakri, Off Jalan Dato Haji Kosai,', 'City:   Muar', 'State/province/area:    Johor', 'Phone number  +60 (0)6 953-1199', 'Zip code  84000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Bakri, Off Jalan Dato Haji Kosai,",Muar,Johor,+60 (0)6 953-1199,84000,+60,Malaysia,"Jalan Bakri, Off Jalan Dato Haji Kosai,, Muar, Johor"
"['Street:  No. 22 Jln Dato Hamzah', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033371-6957', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",No. 22 Jln Dato Hamzah,Klang,Selangor,033371-6957,41000,+60,Malaysia,"No. 22 Jln Dato Hamzah, Klang, Selangor"
"['Street:  195 Jln Pasir Puteh', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05243-4443', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",195 Jln Pasir Puteh,Ipoh,Perak,05243-4443,31650,+60,Malaysia,"195 Jln Pasir Puteh, Ipoh, Perak"
"['Street:  2691 Jln Cinta Alam Country Heights Kajang', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  60387372264', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",2691 Jln Cinta Alam Country Heights Kajang,Kajang,Selangor,60387372264,43000,+60,Malaysia,"2691 Jln Cinta Alam Country Heights Kajang, Kajang, Selangor"
"['Street:  Wisma Csa Jalan Bersatu', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  03-79589595', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",Wisma Csa Jalan Bersatu,Petaling Jaya,Selangor,03-79589595,46200,+60,Malaysia,"Wisma Csa Jalan Bersatu, Petaling Jaya, Selangor"
"['Street:  Jalan Tamborin 33/23, Shah Alam Technology Park,', 'City:   Shah Alam', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5121-3836', 'Zip code  40400', 'Country calling code  +60', 'Country  Malaysia']","Jalan Tamborin 33/23, Shah Alam Technology Park,",Shah Alam,Selangor,+60 (0)3 5121-3836,40400,+60,Malaysia,"Jalan Tamborin 33/23, Shah Alam Technology Park,, Shah Alam, Selangor"
"['Street:  4 Persiaran Cecil Rae Taman Canning', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 5489695', 'Zip code  31400', 'Country calling code  +60', 'Country  Malaysia']",4 Persiaran Cecil Rae Taman Canning,Ipoh,Perak,(605) 5489695,31400,+60,Malaysia,"4 Persiaran Cecil Rae Taman Canning, Ipoh, Perak"
"['Street:  No. 94 Jln 4/48 Taman Dato Senu', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034045-3685', 'Zip code  51000', 'Country calling code  +60', 'Country  Malaysia']",No. 94 Jln 4/48 Taman Dato Senu,Kuala Lumpur,Wilayah Persekutuan,034045-3685,51000,+60,Malaysia,"No. 94 Jln 4/48 Taman Dato Senu, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 5 08 5th Floor Wisma Cosway Jalan Raja Chulan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 20726720', 'Zip code  50200', 'Country calling code  +60', 'Country  Malaysia']",Lot 5 08 5th Floor Wisma Cosway Jalan Raja Chulan,Kuala Lumpur,Wilayah Persekutuan,(603) 20726720,50200,+60,Malaysia,"Lot 5 08 5th Floor Wisma Cosway Jalan Raja Chulan, Kuala Lumpur, Wilayah Persekutuan"
"[""Street:  3 Blok B Phileo D\\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 4"", 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037954-1520', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']",3 Blok B Phileo D\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 4,Petaling Jaya,Selangor,037954-1520,46350,+60,Malaysia,"3 Blok B Phileo D\'Sara 1 Jln 16/11 Off Jln Damansara Seksyen 16 Petaling Jaya 4, Petaling Jaya, Selangor"
"['Street:  10/F Grand Seasons Avenue Hotel Jln Pahang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 26987742', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']",10/F Grand Seasons Avenue Hotel Jln Pahang,Kuala Lumpur,Wilayah Persekutuan,(603) 26987742,53000,+60,Malaysia,"10/F Grand Seasons Avenue Hotel Jln Pahang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  84A Lorong Maarof Bangsar', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 22823737', 'Zip code  59100', 'Country calling code  +60', 'Country  Malaysia']",84A Lorong Maarof Bangsar,Kuala Lumpur,Wilayah Persekutuan,(603) 22823737,59100,+60,Malaysia,"84A Lorong Maarof Bangsar, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  20 Lkr Sultan Hishamuddin Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelab', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033176-6371', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",20 Lkr Sultan Hishamuddin Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelab,Klang,Selangor,033176-6371,42000,+60,Malaysia,"20 Lkr Sultan Hishamuddin Kaw 20 Kaw Indust Bdr Sultan Suleiman Pelabuhan Pelab, Klang, Selangor"
"['Street:  11St Floor Bloka4 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037876-7884', 'Zip code  47300', 'Country calling code  +60', 'Country  Malaysia']",11St Floor Bloka4 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya,Petaling Jaya,Selangor,037876-7884,47300,+60,Malaysia,"11St Floor Bloka4 Pusat Dagang Setia Jaya Jln Lama Pusat Dagang Setia Jaya, Petaling Jaya, Selangor"
"['Street:  72A Jln Raja Alang Kampung Bahru', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036898-4568', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",72A Jln Raja Alang Kampung Bahru,Kuala Lumpur,Wilayah Persekutuan,036898-4568,50300,+60,Malaysia,"72A Jln Raja Alang Kampung Bahru, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  2 Jln Yong Shook Lin Seksyen 52 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-7581', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",2 Jln Yong Shook Lin Seksyen 52 Petaling Jaya,Petaling Jaya,Selangor,037956-7581,46200,+60,Malaysia,"2 Jln Yong Shook Lin Seksyen 52 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  8Th Floor Uptown 2 Jln Ss21/37 Ss21', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037725-9939', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",8Th Floor Uptown 2 Jln Ss21/37 Ss21,Petaling Jaya,Selangor,037725-9939,47400,+60,Malaysia,"8Th Floor Uptown 2 Jln Ss21/37 Ss21, Petaling Jaya, Selangor"
"['Street:  39 Jalan Tokong', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (605) 2559953', 'Zip code  31650', 'Country calling code  +60', 'Country  Malaysia']",39 Jalan Tokong,Ipoh,Perak,(605) 2559953,31650,+60,Malaysia,"39 Jalan Tokong, Ipoh, Perak"
"['Street:  Plot 125', 'City:   Simpang Ampat', 'State/province/area:    Seberang Prai Tengah', 'Phone number  04-508-8268', 'Zip code  14100', 'Country calling code  +60', 'Country  Malaysia']",Plot 125,Simpang Ampat,Seberang Prai Tengah,04-508-8268,14100,+60,Malaysia,"Plot 125, Simpang Ampat, Seberang Prai Tengah"
"['Street:  4Th Floor Plaza Berjaya Jln Imbi', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032144-5337', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",4Th Floor Plaza Berjaya Jln Imbi,Kuala Lumpur,Wilayah Persekutuan,032144-5337,55100,+60,Malaysia,"4Th Floor Plaza Berjaya Jln Imbi, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  23 Menara Genesis Jln Sultan Ismail', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032144-1938', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",23 Menara Genesis Jln Sultan Ismail,Kuala Lumpur,Wilayah Persekutuan,032144-1938,50250,+60,Malaysia,"23 Menara Genesis Jln Sultan Ismail, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  79 1 Jln Chan Bee Kiew Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08248-0175', 'Zip code  93450', 'Country calling code  +60', 'Country  Malaysia']",79 1 Jln Chan Bee Kiew Kuching,Kuching,Sarawak,08248-0175,93450,+60,Malaysia,"79 1 Jln Chan Bee Kiew Kuching, Kuching, Sarawak"
"['Street:  40-3D Tingkat 3 Jalan 8/23E', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 41493129', 'Zip code  53300', 'Country calling code  +60', 'Country  Malaysia']",40-3D Tingkat 3 Jalan 8/23E,Kuala Lumpur,Wilayah Persekutuan,(603) 41493129,53300,+60,Malaysia,"40-3D Tingkat 3 Jalan 8/23E, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Batu 27, Jalan Sungai Lalang,', 'City:   Semenyih', 'State/province/area:    Selangor', 'Phone number  +60 (0)6 799-8321', 'Zip code  43500', 'Country calling code  +60', 'Country  Malaysia']","Batu 27, Jalan Sungai Lalang,",Semenyih,Selangor,+60 (0)6 799-8321,43500,+60,Malaysia,"Batu 27, Jalan Sungai Lalang,, Semenyih, Selangor"
"['Street:  1 94 Jln Othman Seksyen 1 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603-77829936', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",1 94 Jln Othman Seksyen 1 Petaling Jaya,Petaling Jaya,Selangor,603-77829936,46000,+60,Malaysia,"1 94 Jln Othman Seksyen 1 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  48', 'City:  Jalan Sentosa', 'State/province/area:    Taman Sentosa', 'Phone number  04-539-7059', 'Zip code  14000', 'Country calling code  +60', 'Country  Malaysia']",48,City:  Jalan Sentosa,Taman Sentosa,04-539-7059,14000,+60,Malaysia,"48, City:  Jalan Sentosa, Taman Sentosa"
"['Street:  119 Jln Besar Salak Selatan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037981-1280', 'Zip code  57100', 'Country calling code  +60', 'Country  Malaysia']",119 Jln Besar Salak Selatan,Kuala Lumpur,Wilayah Persekutuan,037981-1280,57100,+60,Malaysia,"119 Jln Besar Salak Selatan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  223 Jln Kampar', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05253-5124', 'Zip code  30250', 'Country calling code  +60', 'Country  Malaysia']",223 Jln Kampar,Ipoh,Perak,05253-5124,30250,+60,Malaysia,"223 Jln Kampar, Ipoh, Perak"
"['Street:  Suite 23.03 Level 23 City Square 108 Jalan Ah Fook', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07226-5187', 'Zip code  80000', 'Country calling code  +60', 'Country  Malaysia']",Suite 23.03 Level 23 City Square 108 Jalan Ah Fook,Johor Bahru,Johor,07226-5187,80000,+60,Malaysia,"Suite 23.03 Level 23 City Square 108 Jalan Ah Fook, Johor Bahru, Johor"
"['Street:  Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  60377298123', 'Zip code  47400', 'Country calling code  +60', 'Country  Malaysia']",Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya,Petaling Jaya,Selangor,60377298123,47400,+60,Malaysia,"Wisma Dermal Esthetica No. 58 Jalan Ss22/25 Damansara Jaya, Petaling Jaya, Selangor"
"['Street:  A 29 Jln Jintan Manis Taman Supreme', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039131-7675', 'Zip code  56100', 'Country calling code  +60', 'Country  Malaysia']",A 29 Jln Jintan Manis Taman Supreme,Kuala Lumpur,Wilayah Persekutuan,039131-7675,56100,+60,Malaysia,"A 29 Jln Jintan Manis Taman Supreme, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 17 Jln Silang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032031-8168', 'Zip code  50050', 'Country calling code  +60', 'Country  Malaysia']",1 17 Jln Silang,Kuala Lumpur,Wilayah Persekutuan,032031-8168,50050,+60,Malaysia,"1 17 Jln Silang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Taman Perindustrian Puchong, Section 5,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8075-4869', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Taman Perindustrian Puchong, Section 5,",Puchong,Selangor,+60 (0)3 8075-4869,47100,+60,Malaysia,"Taman Perindustrian Puchong, Section 5,, Puchong, Selangor"
"['Street:  29 Jln Mewah 3/12 Taman Subang Mewah Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035638-0183', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",29 Jln Mewah 3/12 Taman Subang Mewah Petaling Jaya,Petaling Jaya,Selangor,035638-0183,47500,+60,Malaysia,"29 Jln Mewah 3/12 Taman Subang Mewah Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  3 Jalan Mengkuang Off Jalan Ru Off Jalan Ampang', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034253-5321', 'Zip code  55000', 'Country calling code  +60', 'Country  Malaysia']",3 Jalan Mengkuang Off Jalan Ru Off Jalan Ampang,Kuala Lumpur,Wilayah Persekutuan,034253-5321,55000,+60,Malaysia,"3 Jalan Mengkuang Off Jalan Ru Off Jalan Ampang, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Bangunan Mutiara Motors No. 111 Batu 4 1/2 Jalan Tebrau', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6073319068', 'Zip code  80250', 'Country calling code  +60', 'Country  Malaysia']",Bangunan Mutiara Motors No. 111 Batu 4 1/2 Jalan Tebrau,Johor Bahru,Johor,6073319068,80250,+60,Malaysia,"Bangunan Mutiara Motors No. 111 Batu 4 1/2 Jalan Tebrau, Johor Bahru, Johor"
