Address,Place,City,State,Phone,Zip,CountryCode,Country,Location
"['Street:  Tmn Tun Dr.Ismail, Kuala Lumpur,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-77250680', 'Zip code  60000', 'Country calling code  +60', 'Country  Malaysia']","Tmn Tun Dr.Ismail, Kuala Lumpur,",Kuala Lumpur,Wilayah Persekutuan,03-77250680,60000,+60,Malaysia,"Tmn Tun Dr.Ismail, Kuala Lumpur,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Suite 121 1st Floor', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 2231688', 'Zip code  80100', 'Country calling code  +60', 'Country  Malaysia']",Suite 121 1st Floor,Johor Bahru,Johor,(607) 2231688,80100,+60,Malaysia,"Suite 121 1st Floor, Johor Bahru, Johor"
"['Street:  Ground Floor Km Plaza Jln Tuanku Munawir', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06763-2438', 'Zip code  70000', 'Country calling code  +60', 'Country  Malaysia']",Ground Floor Km Plaza Jln Tuanku Munawir,Seremban,Negeri Sembilan,06763-2438,70000,+60,Malaysia,"Ground Floor Km Plaza Jln Tuanku Munawir, Seremban, Negeri Sembilan"
"['Street:  Bangunan Bagus Berhad, Jalan Hang Tuah,', 'City:   Melaka', 'State/province/area:    Melaka', 'Phone number  +60 (0)3 8075-6592', 'Zip code  75300', 'Country calling code  +60', 'Country  Malaysia']","Bangunan Bagus Berhad, Jalan Hang Tuah,",Melaka,Melaka,+60 (0)3 8075-6592,75300,+60,Malaysia,"Bangunan Bagus Berhad, Jalan Hang Tuah,, Melaka, Melaka"
"['Street:  Lot', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  03-61362494/2463', 'Zip code  16428', 'Country calling code  +60', 'Country  Malaysia']",Lot,Ipoh,Perak,03-61362494/2463,16428,+60,Malaysia,"Lot, Ipoh, Perak"
"['Street:  Jalan Persiaran Subang, Sungai Penaga Industrial Park,', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8945-5824', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']","Jalan Persiaran Subang, Sungai Penaga Industrial Park,",Subang Jaya,Selangor,+60 (0)3 8945-5824,47500,+60,Malaysia,"Jalan Persiaran Subang, Sungai Penaga Industrial Park,, Subang Jaya, Selangor"
"['Street:  69, Jalan Ali,', 'City:   Muar', 'State/province/area:    Johor', 'Phone number  6069533808', 'Zip code  84000', 'Country calling code  +60', 'Country  Malaysia']","69, Jalan Ali,",Muar,Johor,6069533808,84000,+60,Malaysia,"69, Jalan Ali,, Muar, Johor"
"['Street:  No. 2, Jalan Taman Duta Off Jalan Duta, Kul', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  00-603-20931057', 'Zip code  50480', 'Country calling code  +60', 'Country  Malaysia']","No. 2, Jalan Taman Duta Off Jalan Duta, Kul",Kuala Lumpur,Wilayah Persekutuan,00-603-20931057,50480,+60,Malaysia,"No. 2, Jalan Taman Duta Off Jalan Duta, Kul, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 1A 1St Floor Bangunan Umno Jalan Mendaling', 'City:   Kajang', 'State/province/area:    Selangor', 'Phone number  898733-1289', 'Zip code  43000', 'Country calling code  +60', 'Country  Malaysia']",No. 1A 1St Floor Bangunan Umno Jalan Mendaling,Kajang,Selangor,898733-1289,43000,+60,Malaysia,"No. 1A 1St Floor Bangunan Umno Jalan Mendaling, Kajang, Selangor"
"['Street:  11-21 Chermai Jaya Matriculation Ctr Jln MatangSarawak', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08264-8786', 'Zip code  93050', 'Country calling code  +60', 'Country  Malaysia']",11-21 Chermai Jaya Matriculation Ctr Jln MatangSarawak,Kuching,Sarawak,08264-8786,93050,+60,Malaysia,"11-21 Chermai Jaya Matriculation Ctr Jln MatangSarawak, Kuching, Sarawak"
"['Street:  9-3 Jalan 5/18A Taman Mastiara Batu 5 Jalan Wilayah Persekutuan', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  (603) 3385397', 'Zip code  51200', 'Country calling code  +60', 'Country  Malaysia']",9-3 Jalan 5/18A Taman Mastiara Batu 5 Jalan Wilayah Persekutuan,Ipoh,Perak,(603) 3385397,51200,+60,Malaysia,"9-3 Jalan 5/18A Taman Mastiara Batu 5 Jalan Wilayah Persekutuan, Ipoh, Perak"
"['Street:  Jalan Kenari 17D, Bandar Puchong Jaya,', 'City:   Puchong', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 8076-1325', 'Zip code  47100', 'Country calling code  +60', 'Country  Malaysia']","Jalan Kenari 17D, Bandar Puchong Jaya,",Puchong,Selangor,+60 (0)3 8076-1325,47100,+60,Malaysia,"Jalan Kenari 17D, Bandar Puchong Jaya,, Puchong, Selangor"
"['Street:  No. 1, Medan Syed Putra Utara,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  60391728377', 'Zip code  59200', 'Country calling code  +60', 'Country  Malaysia']","No. 1, Medan Syed Putra Utara,",Kuala Lumpur,Wilayah Persekutuan,60391728377,59200,+60,Malaysia,"No. 1, Medan Syed Putra Utara,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Jalan Pjs 1/50, Taman Petaling Utama,', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 7770-5556', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']","Jalan Pjs 1/50, Taman Petaling Utama,",Petaling Jaya,Selangor,+60 (0)3 7770-5556,46000,+60,Malaysia,"Jalan Pjs 1/50, Taman Petaling Utama,, Petaling Jaya, Selangor"
"['Street:  No 17 Jalan Besar', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  (603) 33724729', 'Zip code  41000', 'Country calling code  +60', 'Country  Malaysia']",No 17 Jalan Besar,Klang,Selangor,(603) 33724729,41000,+60,Malaysia,"No 17 Jalan Besar, Klang, Selangor"
"['Street:  Batu 6 1/2, Jalan Skudai,', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07-236-3184', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']","Batu 6 1/2, Jalan Skudai,",Johor Bahru,Johor,07-236-3184,81200,+60,Malaysia,"Batu 6 1/2, Jalan Skudai,, Johor Bahru, Johor"
"['Street:  G 147 Jln Tun H S Lee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032032-5079', 'Zip code  50000', 'Country calling code  +60', 'Country  Malaysia']",G 147 Jln Tun H S Lee,Kuala Lumpur,Wilayah Persekutuan,032032-5079,50000,+60,Malaysia,"G 147 Jln Tun H S Lee, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  37 Taman Lian Hoe Jalan Kuchai Lama', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037984-8041', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",37 Taman Lian Hoe Jalan Kuchai Lama,Kuala Lumpur,Wilayah Persekutuan,037984-8041,58200,+60,Malaysia,"37 Taman Lian Hoe Jalan Kuchai Lama, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Apartment Villa Bestari Jalan NB2 10/2 Taman Nusa Bestari 2', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  (607) 5554160', 'Zip code  81300', 'Country calling code  +60', 'Country  Malaysia']",Apartment Villa Bestari Jalan NB2 10/2 Taman Nusa Bestari 2,Johor Bahru,Johor,(607) 5554160,81300,+60,Malaysia,"Apartment Villa Bestari Jalan NB2 10/2 Taman Nusa Bestari 2, Johor Bahru, Johor"
"['Street:  23 Mdn Perhentian Medan Kidd', 'City:   Ipoh', 'State/province/area:    Perak', 'Phone number  05255-6093', 'Zip code  30200', 'Country calling code  +60', 'Country  Malaysia']",23 Mdn Perhentian Medan Kidd,Ipoh,Perak,05255-6093,30200,+60,Malaysia,"23 Mdn Perhentian Medan Kidd, Ipoh, Perak"
"['Street:  34, Jalan USJ 11/2G, UEP', 'City:   Subang Jaya', 'State/province/area:    Selangor', 'Phone number  03-56369110 / 012-3704884 (Jenn33', 'Zip code  47620', 'Country calling code  +60', 'Country  Malaysia']","34, Jalan USJ 11/2G, UEP",Subang Jaya,Selangor,03-56369110 / 012-3704884 (Jenn33,47620,+60,Malaysia,"34, Jalan USJ 11/2G, UEP, Subang Jaya, Selangor"
"['Street:  Jalan 6/9, Kaw. Perindustrian Seri Kembangan,', 'City:   Seri Kembangan', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 5161-1289', 'Zip code  43300', 'Country calling code  +60', 'Country  Malaysia']","Jalan 6/9, Kaw. Perindustrian Seri Kembangan,",Seri Kembangan,Selangor,+60 (0)3 5161-1289,43300,+60,Malaysia,"Jalan 6/9, Kaw. Perindustrian Seri Kembangan,, Seri Kembangan, Selangor"
"['Street:  72A Jln Raja Alang Kampung Bahru', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032798-4527', 'Zip code  50300', 'Country calling code  +60', 'Country  Malaysia']",72A Jln Raja Alang Kampung Bahru,Kuala Lumpur,Wilayah Persekutuan,032798-4527,50300,+60,Malaysia,"72A Jln Raja Alang Kampung Bahru, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Bangunan Chan Bee Kiew, Jalan Padungan,', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  +60 (0)82 336021', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']","Bangunan Chan Bee Kiew, Jalan Padungan,",Kuching,Sarawak,+60 (0)82 336021,93100,+60,Malaysia,"Bangunan Chan Bee Kiew, Jalan Padungan,, Kuching, Sarawak"
"['Street:  25B Jln Pjs 10/32 Taman Sri Subang 48000', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  036136-6433', 'Zip code  46000', 'Country calling code  +60', 'Country  Malaysia']",25B Jln Pjs 10/32 Taman Sri Subang 48000,Petaling Jaya,Selangor,036136-6433,46000,+60,Malaysia,"25B Jln Pjs 10/32 Taman Sri Subang 48000, Petaling Jaya, Selangor"
"['Street:  136 Jln Layang 16 Taman Perling', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  07241-2125', 'Zip code  81200', 'Country calling code  +60', 'Country  Malaysia']",136 Jln Layang 16 Taman Perling,Johor Bahru,Johor,07241-2125,81200,+60,Malaysia,"136 Jln Layang 16 Taman Perling, Johor Bahru, Johor"
"['Street:  2 Pj Industrial Park Jln Kemajuan Seksyen 12 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037956-1939', 'Zip code  46200', 'Country calling code  +60', 'Country  Malaysia']",2 Pj Industrial Park Jln Kemajuan Seksyen 12 Petaling Jaya,Petaling Jaya,Selangor,037956-1939,46200,+60,Malaysia,"2 Pj Industrial Park Jln Kemajuan Seksyen 12 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  58 Jln Radin Anum 1 Taman Seri Petaling', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039058-6029', 'Zip code  57000', 'Country calling code  +60', 'Country  Malaysia']",58 Jln Radin Anum 1 Taman Seri Petaling,Kuala Lumpur,Wilayah Persekutuan,039058-6029,57000,+60,Malaysia,"58 Jln Radin Anum 1 Taman Seri Petaling, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  A11/5/5 4Th Floor Jalan Ampang Utama One Ampang Business Avenue Jalan Ampang', 'City:   Ampang', 'State/province/area:    Selangor', 'Phone number  60342569673', 'Zip code  68000', 'Country calling code  +60', 'Country  Malaysia']",A11/5/5 4Th Floor Jalan Ampang Utama One Ampang Business Avenue Jalan Ampang,Ampang,Selangor,60342569673,68000,+60,Malaysia,"A11/5/5 4Th Floor Jalan Ampang Utama One Ampang Business Avenue Jalan Ampang, Ampang, Selangor"
"['Street:  Jalan Rumbai', 'City:   Bayan Lepas', 'State/province/area:    Pulau Pinang', 'Phone number  644 8187 �50', 'Zip code  11900', 'Country calling code  +60', 'Country  Malaysia']",Jalan Rumbai,Bayan Lepas,Pulau Pinang,644 8187 �50,11900,+60,Malaysia,"Jalan Rumbai, Bayan Lepas, Pulau Pinang"
"['Street:  jalan 2a/27a section 1, wangsa maju,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03 41420597', 'Zip code  53000', 'Country calling code  +60', 'Country  Malaysia']","jalan 2a/27a section 1, wangsa maju,",Kuala Lumpur,Wilayah Persekutuan,03 41420597,53000,+60,Malaysia,"jalan 2a/27a section 1, wangsa maju,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 98 2Nd Floor Jln Green HillSarawak', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08224-2729', 'Zip code  93100', 'Country calling code  +60', 'Country  Malaysia']",No. 98 2Nd Floor Jln Green HillSarawak,Kuching,Sarawak,08224-2729,93100,+60,Malaysia,"No. 98 2Nd Floor Jln Green HillSarawak, Kuching, Sarawak"
"['Street:  A 39 Jln Midah 5 Taman Midah', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039131-0723', 'Zip code  56000', 'Country calling code  +60', 'Country  Malaysia']",A 39 Jln Midah 5 Taman Midah,Kuala Lumpur,Wilayah Persekutuan,039131-0723,56000,+60,Malaysia,"A 39 Jln Midah 5 Taman Midah, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  9 Lrg Ss13/3A Ss13 Petaling Jaya', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  035633-4670', 'Zip code  47500', 'Country calling code  +60', 'Country  Malaysia']",9 Lrg Ss13/3A Ss13 Petaling Jaya,Petaling Jaya,Selangor,035633-4670,47500,+60,Malaysia,"9 Lrg Ss13/3A Ss13 Petaling Jaya, Petaling Jaya, Selangor"
"['Street:  Site Office (Quarry) Macmahon Bandar Menjalara Malays', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  036272-4970', 'Zip code  52200', 'Country calling code  +60', 'Country  Malaysia']",Site Office (Quarry) Macmahon Bandar Menjalara Malays,Kuala Lumpur,Wilayah Persekutuan,036272-4970,52200,+60,Malaysia,"Site Office (Quarry) Macmahon Bandar Menjalara Malays, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  21 Jln 1 Kampung Pandan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  039200-4974', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",21 Jln 1 Kampung Pandan,Kuala Lumpur,Wilayah Persekutuan,039200-4974,55100,+60,Malaysia,"21 Jln 1 Kampung Pandan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Lot 20 Jalan 225', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  (603) 2022367', 'Zip code  46100', 'Country calling code  +60', 'Country  Malaysia']",Lot 20 Jalan 225,Petaling Jaya,Selangor,(603) 2022367,46100,+60,Malaysia,"Lot 20 Jalan 225, Petaling Jaya, Selangor"
"['Street:  2 9 Jln 1/116B Kuchai Intrepreneur Park', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  037983-3684', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",2 9 Jln 1/116B Kuchai Intrepreneur Park,Kuala Lumpur,Wilayah Persekutuan,037983-3684,58200,+60,Malaysia,"2 9 Jln 1/116B Kuchai Intrepreneur Park, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  A 20 Jalan Lumut', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  (603) 40429949', 'Zip code  50400', 'Country calling code  +60', 'Country  Malaysia']",A 20 Jalan Lumut,Kuala Lumpur,Wilayah Persekutuan,(603) 40429949,50400,+60,Malaysia,"A 20 Jalan Lumut, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Kawasan Perindustrian Seri Tandop Baru, Jalan Lencong Barat,', 'City:   Alor Setar', 'State/province/area:    Kedah', 'Phone number  +60 (0)4 986-1928', 'Zip code  05050', 'Country calling code  +60', 'Country  Malaysia']","Kawasan Perindustrian Seri Tandop Baru, Jalan Lencong Barat,",Alor Setar,Kedah,+60 (0)4 986-1928,05050,+60,Malaysia,"Kawasan Perindustrian Seri Tandop Baru, Jalan Lencong Barat,, Alor Setar, Kedah"
"['Street:  Taman Cheras Mas, Batu 8,', 'City:   Cheras', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 9075-9899', 'Zip code  43200', 'Country calling code  +60', 'Country  Malaysia']","Taman Cheras Mas, Batu 8,",Cheras,Selangor,+60 (0)3 9075-9899,43200,+60,Malaysia,"Taman Cheras Mas, Batu 8,, Cheras, Selangor"
"['Street:  Taman Sri Batu Caves, Jalan Sbc 1,', 'City:   Batu Caves', 'State/province/area:    Selangor', 'Phone number  +60 (0)3 2166-6843', 'Zip code  68100', 'Country calling code  +60', 'Country  Malaysia']","Taman Sri Batu Caves, Jalan Sbc 1,",Batu Caves,Selangor,+60 (0)3 2166-6843,68100,+60,Malaysia,"Taman Sri Batu Caves, Jalan Sbc 1,, Batu Caves, Selangor"
"['Street:  286 Jln Tun Sambanthan', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032274-2368', 'Zip code  50470', 'Country calling code  +60', 'Country  Malaysia']",286 Jln Tun Sambanthan,Kuala Lumpur,Wilayah Persekutuan,032274-2368,50470,+60,Malaysia,"286 Jln Tun Sambanthan, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 31 Jln Pjs 11/24 Taman Bandar Sunway Petaling Jaya', 'City:  Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  603-56347957', 'Zip code  46150', 'Country calling code  +60', 'Country  Malaysia']",1 31 Jln Pjs 11/24 Taman Bandar Sunway Petaling Jaya,City:  Petaling Jaya,Selangor,603-56347957,46150,+60,Malaysia,"1 31 Jln Pjs 11/24 Taman Bandar Sunway Petaling Jaya, City:  Petaling Jaya, Selangor"
"['Street:  10Th Floor Mui Plaza Jln P Ramlee', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-4141', 'Zip code  50250', 'Country calling code  +60', 'Country  Malaysia']",10Th Floor Mui Plaza Jln P Ramlee,Kuala Lumpur,Wilayah Persekutuan,032148-4141,50250,+60,Malaysia,"10Th Floor Mui Plaza Jln P Ramlee, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  70X Jln Keramat Hujong Kampung Dato Keramat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  034251-2850', 'Zip code  54000', 'Country calling code  +60', 'Country  Malaysia']",70X Jln Keramat Hujong Kampung Dato Keramat,Kuala Lumpur,Wilayah Persekutuan,034251-2850,54000,+60,Malaysia,"70X Jln Keramat Hujong Kampung Dato Keramat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 21 Jln Dedap 6 Taman Jaya Bahru', 'City:   Johor Bahru', 'State/province/area:    Johor', 'Phone number  6073553325', 'Zip code  81100', 'Country calling code  +60', 'Country  Malaysia']",No. 21 Jln Dedap 6 Taman Jaya Bahru,Johor Bahru,Johor,6073553325,81100,+60,Malaysia,"No. 21 Jln Dedap 6 Taman Jaya Bahru, Johor Bahru, Johor"
"['Street:  38 Jln Andalas 2 Kawasan Perindustrian Ringan 7', 'City:   Seremban', 'State/province/area:    Negeri Sembilan', 'Phone number  06679-7163', 'Zip code  70450', 'Country calling code  +60', 'Country  Malaysia']",38 Jln Andalas 2 Kawasan Perindustrian Ringan 7,Seremban,Negeri Sembilan,06679-7163,70450,+60,Malaysia,"38 Jln Andalas 2 Kawasan Perindustrian Ringan 7, Seremban, Negeri Sembilan"
"['Street:  Dikolej Fatimah Zaharah Uia Jln Universiti Seksyen 16 Petaling Jaya Malays', 'City:   Petaling Jaya', 'State/province/area:    Selangor', 'Phone number  037958-1951', 'Zip code  46350', 'Country calling code  +60', 'Country  Malaysia']",Dikolej Fatimah Zaharah Uia Jln Universiti Seksyen 16 Petaling Jaya Malays,Petaling Jaya,Selangor,037958-1951,46350,+60,Malaysia,"Dikolej Fatimah Zaharah Uia Jln Universiti Seksyen 16 Petaling Jaya Malays, Petaling Jaya, Selangor"
"['Street:  304 1 Lrg 7 Off Jalan Rubber Kuching', 'City:   Kuching', 'State/province/area:    Sarawak', 'Phone number  08224-5870', 'Zip code  93400', 'Country calling code  +60', 'Country  Malaysia']",304 1 Lrg 7 Off Jalan Rubber Kuching,Kuching,Sarawak,08224-5870,93400,+60,Malaysia,"304 1 Lrg 7 Off Jalan Rubber Kuching, Kuching, Sarawak"
"['Street:  17 Jln Brunai Barat', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032141-0946', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",17 Jln Brunai Barat,Kuala Lumpur,Wilayah Persekutuan,032141-0946,55100,+60,Malaysia,"17 Jln Brunai Barat, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  Bangunan Angkasaraya, Jalan Ampang,', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  03-2142-7568', 'Zip code  50450', 'Country calling code  +60', 'Country  Malaysia']","Bangunan Angkasaraya, Jalan Ampang,",Kuala Lumpur,Wilayah Persekutuan,03-2142-7568,50450,+60,Malaysia,"Bangunan Angkasaraya, Jalan Ampang,, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  1 8 Jln 1/77B', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032148-1165', 'Zip code  55100', 'Country calling code  +60', 'Country  Malaysia']",1 8 Jln 1/77B,Kuala Lumpur,Wilayah Persekutuan,032148-1165,55100,+60,Malaysia,"1 8 Jln 1/77B, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  No. 5053, Jalan New Ferry,', 'City:   Butterworth', 'State/province/area:    Pulau Pinang', 'Phone number  +60 (0)4 332-7468', 'Zip code  12100', 'Country calling code  +60', 'Country  Malaysia']","No. 5053, Jalan New Ferry,",Butterworth,Pulau Pinang,+60 (0)4 332-7468,12100,+60,Malaysia,"No. 5053, Jalan New Ferry,, Butterworth, Pulau Pinang"
"['Street:  31A Jln Tmn U Thant', 'City:   Kuala Lumpur', 'State/province/area:    Wilayah Persekutuan', 'Phone number  032142-5587', 'Zip code  55000', 'Country calling code  +60', 'Country  Malaysia']",31A Jln Tmn U Thant,Kuala Lumpur,Wilayah Persekutuan,032142-5587,55000,+60,Malaysia,"31A Jln Tmn U Thant, Kuala Lumpur, Wilayah Persekutuan"
"['Street:  402 Jln Lama Batu 6 Wilayah Persekutuan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  037782-6551', 'Zip code  58200', 'Country calling code  +60', 'Country  Malaysia']",402 Jln Lama Batu 6 Wilayah Persekutuan,Klang,Selangor,037782-6551,58200,+60,Malaysia,"402 Jln Lama Batu 6 Wilayah Persekutuan, Klang, Selangor"
"['Street:  Malpoly Corporation Sdn Bhd Psn Raja Lumu Kawasan Industri Pendamaran Pelabuhan', 'City:   Klang', 'State/province/area:    Selangor', 'Phone number  033167-1175', 'Zip code  42000', 'Country calling code  +60', 'Country  Malaysia']",Malpoly Corporation Sdn Bhd Psn Raja Lumu Kawasan Industri Pendamaran Pelabuhan,Klang,Selangor,033167-1175,42000,+60,Malaysia,"Malpoly Corporation Sdn Bhd Psn Raja Lumu Kawasan Industri Pendamaran Pelabuhan, Klang, Selangor"
